ZONE,SD_TRANS_ALLMETERS_P_AREA,SUB_AREA,POLE,POLE_TYPE,POLE_STATUS,METER_TYPE,HOUSING_TYPE,VAULT_CAPACITY,MECH_KEY,VAULT_KEY,RFID,RFID_MATCH,TERMINAL,LOCATION,LATITUDE,LONGITUDE,CONTRACT_TYPE,SET_F_W_VERSION,REPORTED_F_W_VERSION,SET_IO_F_W_VERSION,REPORTED_IO_F_W_VERSION,CONFIG_ID,CONFIG_NAME,COLLECTION_ROUTE,COLLECTION_SUB_ROUTE,ORIGINAL_METER_INSTALL_DATE,TERMINAL_INSTALL_DATE,STREET_SIDE,STREET_DIRECTION,STREET_ADDRESS,DOME_COLOUR,BLOCK_NUMBER,ENFORCEMENT_ROUTE,MAINTENANCE_ROUTE,CARRIER,WARRANTY_EXPIRY
AUR,5th St - AUR,1300 5th St,5-1320,None,Active,MK 3,795,-50,None,None,14657073,Yes,127172,Assigned to pole,39.742959,-105.011042,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2017-01-30 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2013-12-20 00:00:00
AUR,5th St - AUR,1300 5th St,5-1322,None,Active,MK 5,795,-50,None,None,14656FCD,Yes,358305,Assigned to pole,39.743004,-105.011078,None,52.73.0,52.73.0,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2018-03-28 00:00:00,None,None,5th St,None,1300,None,TECH220,Verizon,2017-12-14 00:00:00
AUR,5th St - AUR,1300 5th St,5-1323,None,Active,MK 3,795,-50,None,None,146577F6,Yes,30034,Assigned to pole,39.743037,-105.010885,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2015-02-19 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2011-02-26 00:00:00
AUR,5th St - AUR,1300 5th St,5-1325,None,Active,MK 5,795,-50,None,None,146570BF,Yes,215460,Assigned to pole,39.743128,-105.010954,None,52.73.0,52.73.0,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2016-09-28 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2016-10-13 00:00:00
AUR,5th St - AUR,1300 5th St,5-1326,None,Active,MK 3,795,-50,None,None,14656FDF,Yes,138031,Assigned to pole,39.743099,-105.011151,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2015-01-21 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2016-03-01 00:00:00
AUR,5th St - AUR,1300 5th St,5-1327,None,Active,MK 3,795,-50,None,None,146570C3,Yes,130013,Assigned to pole,39.743134,-105.010959,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2014-12-09 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2014-01-10 00:00:00
AUR,5th St - AUR,1300 5th St,5-1328,None,Active,MK 3,795,-50,None,None,14656F9E,Yes,128118,Assigned to pole,39.743102,-105.011154,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2016-02-16 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2013-12-18 00:00:00
AUR,5th St - AUR,1300 5th St,5-1329,None,Active,MK 3,795,-50,None,None,14657001,Yes,36294,Assigned to pole,39.743223,-105.011024,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2018-08-20 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2011-12-15 00:00:00
AUR,5th St - AUR,1300 5th St,5-1330,None,Active,MK 3,795,-50,None,None,1465719E,Yes,136985,Assigned to pole,39.743189,-105.011223,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2015-01-13 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2016-03-01 00:00:00
AUR,5th St - AUR,1300 5th St,5-1331,None,Active,MK 3,795,-50,None,None,14656F80,Yes,76979,Assigned to pole,39.743228,-105.011029,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2018-08-20 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2012-06-16 00:00:00
AUR,5th St - AUR,1300 5th St,5-1332,None,Active,MK 3,795,-50,None,None,146571CD,Yes,30190,Assigned to pole,39.743193,-105.011227,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2018-09-06 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2011-03-15 00:00:00
AUR,5th St - AUR,1300 5th St,5-1333,None,Active,MK 3,795,-50,None,None,1465728C,Yes,31995,Assigned to pole,39.743315,-105.011093,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2014-06-24 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2011-03-12 00:00:00
AUR,5th St - AUR,1300 5th St,5-1334,None,Active,MK 3,795,-50,None,None,14657157,Yes,30963,Assigned to pole,39.74324,-105.01126,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2017-12-13 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2011-02-25 00:00:00
AUR,5th St - AUR,1300 5th St,5-1335,None,Active,MK 5,795,-50,None,None,146572C7,Yes,229979,Assigned to pole,39.74332,-105.011097,None,52.73.0,52.73.0,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2016-07-19 00:00:00,None,None,5th St,None,1300,None,TECH220,T-Mobile,2015-06-17 00:00:00
AUR,5th St - AUR,1400 5th St,5-1403,None,Active,MK 3,795,-50,None,None,146571BC,Yes,33770,Assigned to pole,39.743747,-105.011423,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2018-09-06 00:00:00,None,None,5th St,None,1400,None,TECH220,T-Mobile,2011-05-04 00:00:00
AUR,5th St - AUR,1400 5th St,5-1407,None,Active,MK 3,795,-50,None,None,146572BD,Yes,29704,Assigned to pole,39.743843,-105.011499,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2012-10-23 00:00:00,None,None,5th St,None,1400,None,TECH220,T-Mobile,2011-03-09 00:00:00
AUR,5th St - AUR,1400 5th St,5-1409,None,Active,MK 3,795,-50,None,None,146572DD,Yes,120814,Assigned to pole,39.743848,-105.011504,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2013-03-04 00:00:00,None,None,5th St,None,1400,None,TECH220,T-Mobile,2014-03-04 00:00:00
AUR,5th St - AUR,1400 5th St,5-1411,None,Active,MK 3,795,-50,None,None,1465717A,Yes,31870,Assigned to pole,39.74393,-105.011576,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2010-05-04 00:00:00,2017-10-09 00:00:00,None,None,5th St,None,1400,None,TECH220,T-Mobile,2011-02-25 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-607,None,Active,MK 3,147,-60,None,None,146571BA,Yes,30179,Assigned to pole,39.740821,-105.007384,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-17 00:00:00,2013-06-17 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-02-26 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-609,None,Active,MK 5,147,-60,None,None,146571E4,Yes,215340,Assigned to pole,39.740846,-105.00732,None,52.73.0,52.73.0,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2017-07-10 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2014-11-01 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-610,None,Active,MK 3,147,-60,None,None,14656EE9,Yes,34444,Assigned to pole,39.740728,-105.00721,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2018-08-21 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-12-13 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-611,None,Active,MK 3,147,-60,None,None,14657047,Yes,30803,Assigned to pole,39.740878,-105.007242,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2013-06-20 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-02-25 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-612,None,Active,MK 3,147,-60,None,None,146572AF,Yes,30727,Assigned to pole,39.74075,-105.007155,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2013-06-13 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-03-09 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-613,None,Active,MK 3,147,-60,None,None,146571DB,Yes,31179,Assigned to pole,39.740916,-105.007163,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2013-06-13 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-02-26 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-614,None,Active,MK 3,147,-60,None,None,14657091,Yes,30093,Assigned to pole,39.740786,-105.007068,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2016-01-19 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-05-04 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-620,None,Active,MK 3,147,-60,None,None,14656EF2,Yes,33863,Assigned to pole,39.740926,-105.006759,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2016-02-19 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-06-04 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-621,None,Active,MK 3,147,-60,None,None,14657097,Yes,33136,Assigned to pole,39.740996,-105.006971,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2013-06-13 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-05-04 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-623,None,Active,MK 3,147,-60,None,None,14656EF8,Yes,31040,Assigned to pole,39.741026,-105.006899,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2013-06-13 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-03-09 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-624,None,Active,MK 3,147,-60,None,None,14657062,Yes,30902,Assigned to pole,39.741002,-105.006577,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2013-06-13 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-02-26 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-625,None,Active,MK 3,147,-60,None,None,14657308,Yes,31332,Assigned to pole,39.74106,-105.006825,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2018-01-30 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-03-16 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-626,None,Active,MK 3,147,-60,None,None,14656EE3,Yes,30235,Assigned to pole,39.741051,-105.006475,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2013-06-13 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-02-25 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-627,None,Active,MK 3,147,-60,None,None,14657ED8,Yes,31718,Assigned to pole,39.741099,-105.006736,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2013-06-13 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-03-15 00:00:00
AUR,Curtis St - AUR,600 Curtis St,CU-628,None,Active,MK 3,147,-60,None,None,146570E6,No,30844,Assigned to pole,39.741105,-105.006359,None,32.73.2,32.73.2,None,None,5690,AUR01 $1.00hr 5hr 8a-10p,AUR01,None,2013-06-13 00:00:00,2013-06-20 00:00:00,None,None,Curtis St,None,600,None,TECH220,T-Mobile,2011-02-24 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1310,None,Active,MK 3,795,-60,None,None,30AC4DDE,Yes,33367,Assigned to pole,39.737309,-105.005147,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2018-09-26 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2011-05-05 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1312,None,Active,MK 3,795,-60,None,None,30AC4DDC,Yes,127611,Assigned to pole,39.737314,-105.005147,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2015-01-06 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2013-12-20 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1314,None,Active,MK 3,795,-60,None,None,30AC4F0A,Yes,32133,Assigned to pole,39.737421,-105.005146,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2018-04-03 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2011-02-25 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1316,None,Active,MK 3,795,-60,None,None,30AC4DDB,Yes,34112,Assigned to pole,39.737427,-105.005145,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2018-09-13 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2011-12-15 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1318,None,Active,MK 3,795,-60,None,None,30AC4DE2,Yes,80946,Assigned to pole,39.73753,-105.005148,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2018-09-06 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2012-09-30 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1320,None,Active,MK 3,795,-60,None,None,30AC4D2C,Yes,34705,Assigned to pole,39.737535,-105.005148,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2016-08-17 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2016-10-13 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1322,None,Active,MK 5,795,-60,None,None,30AC4E44,Yes,272975,Assigned to pole,39.737632,-105.005148,None,52.73.0,52.73.0,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2016-09-14 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2016-01-14 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1328,None,Active,MK 5,795,-60,None,None,30AC4DA9,Yes,359198,Assigned to pole,39.737869,-105.005145,None,52.73.0,52.73.0,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2017-09-20 00:00:00,None,None,N Osage St,None,1300,None,TECH220,Other,2017-12-14 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1330,None,Active,MK 3,795,-60,None,None,30AC4DAC,Yes,36135,Assigned to pole,39.737874,-105.005145,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2014-03-12 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2011-12-16 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1332,None,Active,MK 5,795,-60,None,None,30AC4E54,Yes,360742,Assigned to pole,39.737977,-105.005144,None,52.73.0,52.73.0,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2016-10-12 00:00:00,None,None,N Osage St,None,1300,None,TECH220,Verizon,2017-12-14 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1334,None,Active,MK 3,795,-60,None,None,30AC4E5B,Yes,31275,Assigned to pole,39.737982,-105.005145,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2015-07-24 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2011-02-25 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1336,None,Active,MK 3,795,-60,None,None,30AC4EB7,Yes,137626,Assigned to pole,39.738084,-105.005145,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2015-01-13 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2016-03-01 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1340,None,Active,MK 3,795,-60,None,None,30AC4E4A,Yes,37406,Assigned to pole,39.738194,-105.005143,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2018-05-10 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2011-09-14 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1342,None,Active,MK 3,795,-60,None,None,30AC4E51,Yes,80267,Assigned to pole,39.738199,-105.005143,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2018-06-08 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2012-10-03 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1344,None,Active,MK 3,795,-60,None,None,30AC4CF8,Yes,137948,Assigned to pole,39.738304,-105.005143,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2015-01-07 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2016-03-01 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1346,None,Active,MK 5,795,-60,None,None,30AC4E22,Yes,214966,Assigned to pole,39.73831,-105.005143,None,52.73.0,52.73.0,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2015-05-27 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2014-12-18 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1348,None,Active,MK 3,795,-60,None,None,30AC4E2B,Yes,137688,Assigned to pole,39.738493,-105.005144,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2015-01-13 00:00:00,None,None,N Osage St,None,1300,None,TECH220,T-Mobile,2016-03-01 00:00:00
AUR,Osage St - AUR,1300 N Osage St,OS-1350,None,Active,MK 5,795,-60,None,None,30AC4D24,Yes,365372,Assigned to pole,39.738499,-105.005143,None,52.73.0,52.73.0,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2016-12-21 00:00:00,None,None,N Osage St,None,1300,None,TECH220,Verizon,2017-12-14 00:00:00
AUR,Osage St - AUR,1400 N Osage St,OS-1402,None,Active,MK 3,795,-60,None,None,30AC4EB0,Yes,120728,Assigned to pole,39.738595,-105.00514,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2013-02-28 00:00:00,None,None,N Osage St,None,1400,None,TECH220,T-Mobile,2014-02-28 00:00:00
AUR,Osage St - AUR,1400 N Osage St,OS-1404,None,Active,MK 3,795,-60,None,None,30AC4E12,Yes,137604,Assigned to pole,39.738602,-105.00514,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2015-01-12 00:00:00,None,None,N Osage St,None,1400,None,TECH220,T-Mobile,2016-03-01 00:00:00
AUR,Osage St - AUR,1400 N Osage St,OS-1406,None,Active,MK 3,795,-60,None,None,30AC4E17,Yes,80323,Assigned to pole,39.738708,-105.005142,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2017-11-15 00:00:00,None,None,N Osage St,None,1400,None,TECH220,T-Mobile,2012-09-30 00:00:00
AUR,Osage St - AUR,1400 N Osage St,OS-1408,None,Active,MK 3,795,-60,None,None,30AC4E40,Yes,117050,Assigned to pole,39.738713,-105.005142,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2013-01-10 00:00:00,None,None,N Osage St,None,1400,None,TECH220,T-Mobile,2014-01-10 00:00:00
AUR,Osage St - AUR,1400 N Osage St,OS-1410,None,Active,MK 3,795,-60,None,None,30AC4E2E,Yes,30928,Assigned to pole,39.738814,-105.005141,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2017-12-06 00:00:00,None,None,N Osage St,None,1400,None,TECH220,T-Mobile,2017-03-15 00:00:00
AUR,Osage St - AUR,1400 N Osage St,OS-1412,None,Active,MK 3,795,-60,None,None,30AC4DF8,Yes,32149,Assigned to pole,39.738819,-105.005141,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2016-09-06 00:00:00,None,None,N Osage St,None,1400,None,TECH220,T-Mobile,2016-10-13 00:00:00
AUR,Osage St - AUR,1400 N Osage St,OS-1414,None,Active,MK 3,795,-60,None,None,30AC4DDF,Yes,33622,Assigned to pole,39.738925,-105.005141,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2017-12-06 00:00:00,None,None,N Osage St,None,1400,None,TECH220,T-Mobile,2011-05-05 00:00:00
AUR,Osage St - AUR,1400 N Osage St,OS-1422,None,Active,MK 3,795,-60,None,None,30AC4E3A,Yes,45238,Assigned to pole,39.739121,-105.005143,None,32.73.2,32.73.2,None,None,330,$0.50 5hr 8a-10p Mon-Sat,OSA01,None,2011-10-07 00:00:00,2018-07-10 00:00:00,None,None,N Osage St,None,1400,None,TECH220,T-Mobile,2011-11-15 00:00:00
AUR,11th ST - AUR,1400 11th St,11-1405,None,Active,MK 3,795,-50,None,None,1465720C,Yes,52515,Assigned to pole,39.747848,-105.005429,None,32.73.2,32.73.2,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2018-07-17 00:00:00,None,None,11th St,None,1400,None,TECH220,T-Mobile,2011-11-04 00:00:00
AUR,11th ST - AUR,1400 11th St,11-1408,None,Active,MK 3,795,-50,None,None,14656FF6,Yes,31427,Assigned to pole,39.747858,-105.005655,None,32.73.2,32.73.2,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2014-11-25 00:00:00,None,None,11th St,None,1400,None,TECH220,T-Mobile,2011-02-25 00:00:00
AUR,11th ST - AUR,1400 11th St,11-1409,None,Active,MK 3,795,-50,None,None,14657205,Yes,30374,Assigned to pole,39.747954,-105.005507,None,32.73.2,32.73.2,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2012-09-28 00:00:00,None,None,11th St,None,1400,None,TECH220,T-Mobile,2011-02-22 00:00:00
AUR,11th ST - AUR,1400 11th St,11-1410,None,Active,MK 5,795,-50,None,None,14656FFE,Yes,215469,Assigned to pole,39.747913,-105.005697,None,52.73.0,52.73.0,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2016-03-07 00:00:00,None,None,11th St,None,1400,None,TECH220,T-Mobile,2016-05-10 00:00:00
AUR,11th ST - AUR,1400 11th St,11-1411,None,Active,MK 3,795,-50,None,None,14657017,No,46812,Assigned to pole,39.748003,-105.005547,None,32.73.2,32.73.2,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2014-11-05 00:00:00,None,None,11th St,None,1400,None,TECH220,T-Mobile,2011-11-17 00:00:00
AUR,11th ST - AUR,1400 11th St,11-1412,None,Active,MK 3,795,-50,None,None,146571F5,Yes,30762,Assigned to pole,39.747973,-105.005743,None,32.73.2,32.73.2,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2014-01-07 00:00:00,None,None,11th St,None,1400,None,TECH220,T-Mobile,2011-02-25 00:00:00
AUR,11th ST - AUR,1400 11th St,11-1414,None,Active,MK 3,795,-50,None,None,14657060,Yes,32099,Assigned to pole,39.748022,-105.005779,None,32.73.2,32.73.2,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2014-02-14 00:00:00,None,None,11th St,None,1400,None,TECH220,T-Mobile,2011-03-16 00:00:00
AUR,12th St - AUR,1400 12th St,12-1404,None,Active,MK 5,795,-50,None,None,14657006,Yes,229448,Assigned to pole,39.748259,-105.004477,None,52.73.0,52.73.0,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2016-07-14 00:00:00,None,None,12th St,None,1400,None,TECH220,T-Mobile,2015-06-12 00:00:00
AUR,12th St - AUR,1400 12th St,12-1405,None,Active,MK 5,795,-50,None,None,1FCC546E,Yes,230638,Assigned to pole,39.748351,-105.004347,None,52.73.0,52.73.0,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2016-09-08 00:00:00,None,None,12th St,None,1400,None,TECH220,T-Mobile,2015-08-18 00:00:00
AUR,12th St - AUR,1400 12th St,12-1406,None,Active,MK 5,795,-50,None,None,146570B4,Yes,360895,Assigned to pole,39.748312,-105.004519,None,52.70.5,52.70.5,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2018-06-21 00:00:00,None,None,12th St,None,1400,None,TECH220,Verizon,2017-12-14 00:00:00
AUR,12th St - AUR,1400 12th St,12-1407,None,Active,MK 5,795,-50,None,None,1FCC53EE,Yes,224691,Assigned to pole,39.7484,-105.004385,None,52.73.0,52.73.0,None,None,298,$1.00 2hr 8a-10p,AUR01,None,2010-05-05 00:00:00,2016-09-08 00:00:00,None,None,12th St,None,1400,None,TECH220,T-Mobile,2016-05-17 00:00:00
